Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
CEY,33.663592,-84.3296,DeKalb,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
CFD,33.8982778,-83.1301944,CRAWFORD,FO-GA-NE-ATHENS EAST,GPC,1
CFE,31.7659,-88.09087,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
CFF,31.181261,-85.898628,Geneva,FO-AL-DOTHAN WEST,APC,11
CFO,34.206514,-84.812393,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CFV,33.428845,-86.34048,St. Clair,FO-AL-ASHLAND,APC,1
CFW,31.095803,-100.0342,,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,69
CGF,33.320107,-83.843769,Butts,FO-GA-NE-CONYERS,GPC,1
CGH,33.34494,-83.15661,Putnam,FO-GA-SW-MACON-EAST,GPC,1
CH1,34.28857,-84.385204,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,SOGAS,1
CHA,33.68222,-86.63556,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
CHC,34.921524,-85.260979,Catoosa,FO-GA-NW-FLOYD & NORTH,SOGAS,1
CHD,34.301091,-84.419234,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,SOGAS,1
CHE,33.3565,-86.6347,Shelby,FO-AL-BIRMINGHAM EAST,APC,1
CHG,32.666818,-85.082159,Harris,FO-GA-SW-COLUMBUS,GPC,1
CHH,30.919528,-88.204,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
CHI,30.779285,-85.533843,Washington,FO-FL-NEXTERA ENERGY,NextEra,11
CHL,33.89788,-84.30448,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
CHM,33.8894,-84.31008,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
CHN,32.062513,-86.039956,Montgomery,FO-AL-EUFAULA,APC,1
CHO,31.4616,-88.257,Washington,FO-AL-MOBILE NORTHWEST,APC,70
CHP,30.779285,-85.533843,Washington,FO-FL-NEXTERA ENERGY,NextEra,11
CHR,32.379092,-83.171096,Dodge,FO-GA-SW-PERRY,GPC,67
CHS,33.87716,-84.41288,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
CHT,34.76417,-84.77111,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CHV,30.46972,-88.5075,Jackson,FO-MS-O-SOUTHEAST,MPC,6
CHW,30.779285,-85.533843,Washington,FO-FL-NEXTERA ENERGY,NextEra,11
CIF,30.530426,-87.311826,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
CIL,31.67719,-85.61425,Barbour,FO-AL-EUFAULA,APC,71
CIM,36.463223,-104.649135,COLFAX,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,72
CIT,31.0847,-88.261,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
CKS,34.6136944,-83.492,,FO-GA-NE-CORNELIA,GPC,1
CKY,32.3511111,-88.9002694,,FO-MS-O-NORTH CENTRAL,MPC,6
CLA,32.803986,-86.588295,Chilton,FO-AL-MONTGOMERY EAST,APC,1
CLD,35.146015,-84.883244,Bradley,FO-GA-NW-FLOYD & NORTH,SOGAS,73
CLE,33.6778,-84.396,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
CLF,33.5379389,-85.66225,CHULAFINNEE,FO-AL-ANNISTON,APC,1
CLG,35.079952,-85.253763,Hamilton,FO-GA-NW-FLOYD & NORTH,SOGAS,1
CLI,31.178058,-81.354602,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
CLK,42.248102,-88.332279,McHenry,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,74
CLM,33.459661,-87.009467,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
CLN,32.8697,-86.6494,Chilton,FO-AL-MONTGOMERY EAST,APC,1
CLO,32.842926,-86.63239,Chilton,FO-AL-MONTGOMERY EAST,APC,1
CLP,34.942068,-83.39296,Rabun,FO-GA-NE-CORNELIA,GPC,1
CLR,34.47374,-83.766568,Hall,FO-GA-NE-GAINESVILLE,GPC,1
CLS,32.47593,-84.86982,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
CLT,34.942068,-83.39296,Rabun,FO-GA-NE-CORNELIA,GPC,1
CLU,31.301106,-85.105865,Houston,FO-AL-DOTHAN EAST,APC,11
CLW,32.853061,-84.849145,Harris,FO-GA-SW-COLUMBUS,GPC,1
CLY,34.87778,-83.40111,Rabun,FO-GA-NE-CORNELIA,GPC,1
CMB,32.504677,-84.934521,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
CME,32.02675,-85.345,COMER (AL),FO-AL-EUFAULA,APC,1
CMM,34.184417,-84.125556,Forsyth,FO-GA-NE-CUMMING,GPC,1
CMR,34.072,-83.1081,Madison,FO-GA-NE-ATHENS EAST,GPC,1
CMT,33.97568,-86.20113,St. Clair,FO-AL-ALBERTVILLE,APC,1
CMX,30.815287,-84.39782,Decatur,FO-GA-SW-BAINBRIDGE,GPC,30
CNG,33.17983,-87.38237,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
CNL,34.507118,-83.544529,Habersham,FO-GA-NE-CORNELIA,GPC,1
CNN,33.9202611,-82.5886694,CHENNAULT,FO-GA-SE-AUGUSTA 1,GPC,75
CNS,33.98355,-84.532487,Cobb,FO-GA-NW-COBB,SOGAS,1
CNT,34.12925,-85.67668,Cherokee,FO-AL-GADSDEN,APC,1
CO1,32.421549,-88.768158,Lauderdale,FO-MS-O-NORTH,MPC,6
CO2,32.348416,-88.771248,Lauderdale,FO-MS-O-NORTH,MPC,6
CO3,32.078093,-88.914735,Jasper,FO-MS-O-NORTH CENTRAL,MPC,6
CO4,31.93379,-88.998581,Jasper,FO-MS-O-NORTH CENTRAL,MPC,6
CO5,31.866795,-89.028692,Jasper,FO-MS-O-NORTH CENTRAL,MPC,6
COA,30.384741,-89.096192,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
COC,34.200257,-83.428879,Jackson,FO-GA-NE-GAINESVILLE,GPC,1
COD,31.9395,-83.7785,Crisp,FO-GA-SW-AMERICUS,GPC,1
COE,33.6363,-84.4941,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
COF,33.58131,-85.06328,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
COG,33.6193,-83.8933,Newton,FO-GA-NE-CONYERS,GPC,1
COH,34.253121,-85.35627,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
COI,33.610447,-83.740293,Newton,FO-GA-NE-CONYERS,GPC,1
COK,33.23948,-87.71474,Tuscaloosa,FO-AL-FAYETTE,APC,1
COL,32.480361,-84.991082,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
COO,31.010522,-83.881122,Thomas,FO-GA-SW-BAINBRIDGE,GPC,13
COP,32.611994,-81.705172,Screven,FO-GA-SE-SAVANNAH 2,GPC,76
COQ,31.149,-84.8207,Miller,FO-GA-SW-BAINBRIDGE,GPC,11
COR,33.77269,-87.16512,Walker,FO-AL-MILLER SP,APC,1
COS,33.650393,-83.976865,Rockdale,FO-GA-NE-CONYERS,SOGAS,1
COT,33.473944,-85.586,Randolph,FO-AL-ANNISTON,APC,1
COU,33.85858,-84.56805,Cobb,FO-GA-NW-COBB,GPC,1
COV,30.440987,-89.025596,Harrison,Plant Watson/Chevron CoGen Employee Contact,MPC,6
COY,33.260094,-87.549811,Tuscaloosa,FO-AL-FAYETTE,APC,1
CPB,31.9133444,-88.0082472,CAMPBELL,FO-AL-MOBILE NORTHEAST,APC,77
CPK,36.766404,-76.288447,Chesapeake,FO-GA-SE-NATIONAL,SOGAS,78
CPN,33.436182,-86.728547,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,1
CPP,36.774853,-76.280845,Chesapeake,FO-GA-SE-NATIONAL,SOGAS,78
CPR,30.54868,-87.26905,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
CPS,33.435593,-86.727862,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,SCS,1
CPV,32.73452,-115.716987,Imperial,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,79
CRA,32.82861,-88.03,Greene,FO-AL-FAYETTE,APC,1
CRC,33.509887,-86.816213,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
CRD,33.810833,-84.428611,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
CRF,33.73227,-84.19731,DeKalb,FO-GA-NE-CONYERS,GPC,1
CRG,33.578502,-85.086284,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
CRI,30.902,-84.248056,GRADY,FO-GA-SW-BAINBRIDGE,GPC,30
CRK,33.263007,-85.633819,Randolph,FO-AL-ASHLAND,APC,1
CRL,31.093399,-88.238449,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
CRN,32.384759,-83.35995,Bleckley,FO-GA-SW-PERRY,GPC,80
CRO,31.14983,-81.49262,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
CRP,30.566159,-87.224514,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
CRR,33.58131,-85.06328,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
CRS,33.195042,-83.178953,Hancock,FO-GA-SE-AUGUSTA 1,GPC,1
CRT,34.206514,-84.812458,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CRW,33.554333,-82.842972,Taliaferro,FO-GA-SE-AUGUSTA 1,GPC,1
CSA,32.3103,-84.7604,Chattahoochee,FO-GA-SW-AMERICUS,GPC,1
CSC,33.545772,-84.407217,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,SOGAS,1
CSF,33.126352,-115.493217,Imperial,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,14
CSG,33.173794,-86.770374,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
CSI,34.094441,-83.145338,Madison,FO-GA-NE-ATHENS EAST,GPC,1
CSM,34.818889,-86.738611,Madison,FO-AL-BIRMINGHAM NORTH,APC,1
CSN,33.625054,-84.387102,,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
CSP,33.839069,-85.909247,Calhoun,FO-AL-GADSDEN,APC,1
CSS,34.279,-84.82094,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CST,33.702386,-84.329791,Dekalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
CSW,34.76941,-86.81952,Limestone,FO-AL-BIRMINGHAM NORTH,SOLINC,1
CTA,33.65491,-85.829331,CALHOUN,FO-AL-ANNISTON,APC,1
CTB,31.3066944,-87.0231944,CASTLEBERRY,FO-AL-MOBILE NORTHEAST,APC,1
CTH,32.164217,-87.496778,Wilcox,FO-AL-DEMOPOLIS,APC,62
CTL,34.6884,-87.3312,Lawrence,FO-AL-JASPER,SOLINC,1
CTN,34.232211,-84.499916,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CTR,34.20472,-84.81223,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CTS,33.171342,-86.769612,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
CTV,32.944948,-87.145857,Bibb,FO-AL-TUSCALOOSA,APC,1
CTW,34.72609,-84.78874,Murray,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
CUB,33.8807,-84.475217,Cobb,FO-GA-NW-COBB,GPC,1
CUL,34.182638,-86.879781,Cullman,FO-AL-BIRMINGHAM NORTH,SOLINC,1
CUM,34.159012,-84.159312,Forsyth,FO-GA-NE-CUMMING,SOGAS,1
CUP,33.518338,-86.81353,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
CUR,33.96418,-87.20946,Walker,FO-AL-MILLER SP,APC,1
CUS,32.755497,-85.263427,Chambers,FO-AL-PHENIX CITY,APC,1
CUT,31.782201,-84.759167,Randolph,FO-GA-SW-BAINBRIDGE,GPC,1
CVE,34.28118,-85.87759,DeKalb,FO-AL-GADSDEN,SOLINC,81
CVL,34.012971,-86.567381,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
CVS,34.146219,-85.306038,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
CVT,31.15357,-88.01187,Washington,FO-AL-MOBILE BARRY,APC,6
CVW,36.517845,-97.658601,Garfield,FO-GA-SE-NATIONAL,APC,82
CWD,41.647068,-87.741343,Cook,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,83
CXT,32.173288,-81.899654,Evans,FO-GA-SE-SAVANNAH 3,GPC,84
CYB,33.40909,-86.91131,JEFFERSON,FO-AL-BIRMINGHAM SOUTHWEST,SCS,1
CYN,31.852075,-85.400058,CLAYTON AL (LTE),FO-AL-EUFAULA,SOLINC,85
CYT,32.514793,-84.886484,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
DAC,33.987996,-83.889394,Gwinnett,FO-GA-NE-CONYERS,GPC,1
DAD,32.83317,-85.76225,Tallapoosa,FO-AL-ASHLAND,APC,1
DAE,32.817431,-85.710209,Tallapoosa,FO-AL-ASHLAND,APC,1
DAH,33.978928,-83.390683,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
DAL,33.933317,-84.724138,Paulding,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
DAO,34.524882,-83.99772,Lumpkin,FO-GA-NE-CUMMING,GPC,1
DAP,30.674354,-87.868722,Baldwin,FO-AL-MOBILE SOUTHEAST,,6
DAR,31.411533,-81.452642,McIntosh,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,43
DAT,34.79082,-82.40907,Greenville,FO-GA-SE-NATIONAL,SOGAS,86
DAU,33.479155,-81.984151,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
DAV,32.31782,-85.67105,Macon,FO-AL-PHENIX CITY,APC,1
DAW,34.3745,-84.043,Dawson,FO-GA-NE-CUMMING,GPC,1
DBO,32.52502,-82.92628,Laurens,FO-GA-SW-PERRY,GPC,16
DBS,34.149358,-87.429305,Winston,FO-AL-JASPER,APC,1
DCA,33.479155,-81.984151,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
DCC,28.433386,-81.414421,,FO-GA-SE-NATIONAL,SCS,87
DCH,32.81778,-85.77444,Tallapoosa,FO-AL-ASHLAND,APC,1
DCM,32.819036,-83.674268,Bibb,FO-GA-SW-MACON-EAST,GPC,1
DCO,32.480361,-84.991082,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
DCQ,32.497009,-87.815499,Marengo,FO-AL-DEMOPOLIS,APC,88
DCT,33.808161,-84.277242,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
DDI,33.833296,-84.253775,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
DDO,34.746867,-84.960966,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
DEC,33.7775,-84.2938,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
DEE,32.16139,-88.834462,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
DEG,33.4234861,-82.3839417,DEARING,FO-GA-SE-AUGUSTA 1,GPC,1
DEK,41.957727,-88.71342,Dekalb,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,89
DEM,32.5048,-87.8274,Marengo,FO-AL-DEMOPOLIS,APC,88
DEP,31.2504,-88.30535,Washington,FO-AL-MOBILE NORTHWEST,APC,90
DER,30.712681,-88.167025,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
DES,30.387295,-86.431825,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
DET,34.0606917,-88.1320556,DETROIT,FO-AL-JASPER,APC,1
DEW,32.44097,-87.98612,Marengo,FO-AL-DEMOPOLIS,APC,6
DFP,33.663962,-86.568631,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
DFS,32.816881,-85.774941,Tallapoosa,FO-AL-ASHLAND,APC,1
DGP,34.742591,-85.015581,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
DHA,33.756167,-84.595932,,FO-GA-NW-COBB,GPC,1
DHB,33.758048,-84.594122,DOUGLAS,FO-GA-NW-COBB,GPC,1
DHQ,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
DHW,44.847981,-96.641493,Deuel,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,91
DIA,35.92135,-78.841798,DURHAM,FO-GA-SE-NATIONAL,SCS,92
DIB,35.920189,-78.841443,DURHAM,FO-POWER SECURE LOCATIONS,SCS,92
DIC,35.919715,-78.846846,DURHAM,FO-POWER SECURE LOCATIONS,SCS,92
DIL,31.30618,-85.7153,Dale,FO-AL-DOTHAN WEST,APC,11
DIX,41.85182,-89.524357,Lee,FO-GA-SE-ILLINOIS-NORTH,SOGAS,93
DLO,32.816881,-85.774941,Tallapoosa,FO-AL-ASHLAND,APC,1
DLS,34.719204,-84.935859,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
DLT,34.74916,-84.9604,Whitfield,FO-GA-NW-FLOYD & NORTH,GPC,1
DLV,31.31111,-85.70778,Dale,FO-AL-DOTHAN WEST,APC,11
DMA,32.819036,-83.674268,Bibb,FO-GA-SW-MACON-EAST,GPC,1
DMC,31.3133444,-84.7197278,DAMASCUS,FO-GA-SW-BAINBRIDGE,GPC,17
DMP,32.5181,-87.8389,Marengo,FO-AL-DEMOPOLIS,APC,88
DNV,34.1363889,-83.2375,,FO-GA-NE-ATHENS EAST,GPC,1
DOC,30.530686,-87.311895,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
DOD,34.054904,-86.872469,Cullman,FO-AL-BIRMINGHAM NORTH,SOLINC,1
DOE,31.329831,-83.927567,Colquitt,FO-GA-SW-BAINBRIDGE,GPC,94
DOG,33.7724,-84.7155,Douglas,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
DOH,34.53393,-83.98564,Lumpkin,FO-GA-NE-CUMMING,GPC,1
DON,31.041891,-84.838247,Seminole,FO-GA-SW-BAINBRIDGE,GPC,11
DOO,32.2205583,-83.9381417,DOOLING,FO-GA-SW-AMERICUS,GPC,95
DOR,33.75719,-87.06553,Walker,FO-AL-MILLER SP,APC,1
DOT,31.2298,-85.4335,Houston,FO-AL-DOTHAN WEST,APC,11
DOZ,31.5014917,-86.37025,DOZIER,FO-AL-DOTHAN WEST,APC,52
DPH,30.59973,-87.89652,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
DPL,42.014987,-87.883759,Cook,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,29
DPO,30.416249,-87.223008,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
DPR,33.978928,-83.390683,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
DRA,33.88372,-84.26472,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
DRC,33.20355,-87.530736,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
DRE,33.867139,-84.285056,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
DRK,33.8422694,-84.9789694,Paulding,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
DRO,34.249803,-85.160362,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
DRY,32.7873972,-83.4740944,DRY BRANCH,FO-GA-SW-PERRY,GPC,1
DSA,32.055709,-81.120988,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
DSL,31.25664,-85.43377,Houston,FO-AL-DOTHAN WEST,APC,11
DSP,30.719707,-86.115392,Walton,FO-FL-NEXTERA ENERGY,NextEra,96
DSS,35.562807,-115.432634,San Bernardino,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,97
DSX,30.986038,-84.62465,Decatur,FO-GA-SW-BAINBRIDGE,SPC,30
DTC,30.660818,-88.088211,,FO-AL-MOBILE SOUTHEAST,APC,6
DTJ,32.96046,-86.73873,Chilton,FO-AL-MONTGOMERY EAST,APC,1
DTL,30.3580556,-89.1591667,,FO-MS-O-SOUTH CENTRAL,MPC,6
DTN,31.7017194,-82.7098611,DENTON,FO-GA-SE-BAXLEY,GPC,16
DTO,31.950213,-84.018786,Sumter,FO-GA-SW-AMERICUS,GPC,98
DTP,32.47249,-85.01322,Russell,FO-AL-PHENIX CITY,APC,1
DTT,32.8895,-84.3276,Upson,FO-GA-SW-MACON-WEST,GPC,1
DUB,32.53695,-82.91333,Laurens,FO-GA-SW-PERRY,GPC,16
DUC,34.13127,-85.99335,Etowah,FO-AL-GADSDEN,APC,1
DUG,31.508474,-82.859324,Coffee,FO-GA-SE-WAYCROSS,GPC,99
DUH,34.01588,-84.13627,Gwinnett,FO-GA-NE-CUMMING,GPC,1
DUI,32.487936,-82.930512,Laurens,FO-GA-SW-PERRY,GPC,16
DUK,34.259167,-84.293611,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
DUL,34.000249,-84.148202,Gwinnett,FO-GA-NE-CUMMING,GPC,1
DUN,33.04027,-87.453333,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
DUS,31.537798,-82.795292,Coffee,FO-GA-SE-WAYCROSS,GPC,99
DV9,33.781106,-84.364514,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
DVA,33.781192,-84.365029,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
DVB,32.9949194,-82.6187889,,FO-GA-SE-AUGUSTA 2,GPC,100
DVL,30.82504,-83.28878,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
DWE,30.606681,-88.265081,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
DWO,33.9534,-84.3087,Dekalb,FO-GA-NE-CUMMING,GPC,1
DWR,30.56354,-88.33958,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
DWT,34.41687,-84.11348,Dawson,FO-GA-NE-CUMMING,GPC,1
DXU,31.3870556,-82.4581389,DIXIE UNION,FO-GA-SE-WAYCROSS,GPC,101
DYK,30.684025,-88.284667,MOBILE,FO-AL-MOBILE SOUTHWEST,APC,6
EAB,33.580358,-85.993414,Calhoun,FO-AL-ANNISTON,APC,1
EAC,33.97746,-84.439217,Cobb,FO-GA-NW-COBB,GPC,1
EAD,32.38958,-86.21468,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
EAG,33.50056,-84.220714,Henry,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
EAH,33.779246,-84.364593,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
EAP,33.695918,-84.44167,Fulton,FO-GA-NW-METRO SOUTHWEST,GPC,1
EAT,33.72222,-84.31778,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
ECD,34.030217,-85.197711,Polk,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
ECL,32.645432,-86.054524,Elmore,FO-AL-MONTGOMERY EAST,APC,1
ECT,31.29845,-85.85457,Coffee,FO-AL-DOTHAN WEST,APC,11
ECY,34.888964,-83.300494,Rabun,FO-GA-NE-CORNELIA,GPC,1
EDG,33.52095,-86.968261,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
EDH,31.865585,-85.147111,Barbour,FO-AL-EUFAULA,APC,1
EDN,34.788,-84.8909,EAST DALTON,FO-GA-NW-FLOYD & NORTH,GPC,1
EDO,31.89046,-85.143393,Barbour,FO-AL-EUFAULA,APC,1
EDT,31.21652,-85.37888,Houston,FO-AL-DOTHAN EAST,APC,11
EDW,33.72472,-85.49444,,FO-AL-GADSDEN,APC,1
EEN,33.9666556,-82.9298278,SOUTH ELBERTON,FO-GA-NE-ATHENS EAST,GPC,75
EER,31.425152,-86.936377,CONECUH,FO-AL-MOBILE NORTHEAST,SOLINC,1
EET,34.91955,-86.8982417,,FO-AL-BIRMINGHAM NORTH,SOLINC,1
EFA,31.89039,-85.14828,Barbour,FO-AL-EUFAULA,APC,1
EFD,31.9852,-86.5223,Lowndes,FO-AL-MONTGOMERY WEST,APC,1
EGA,33.128675,-81.771133,Burke,FO-GA-SE-AUGUSTA 1,GPC,1
EGN,34.8462,-87.3991,Lauderdale,FO-AL-JASPER,SOLINC,1
EGR,33.736681,-84.214989,DeKalb,FO-GA-NE-CONYERS,GPC,1
EGT,30.412276,-87.221425,Escambia,FO-FL-FPL SERVICE DESK BLT HUB 1,NextEra,6
EHB,33.798575,-87.6599833,EAST HUBBERTVILLE,FO-AL-MILLER SP,APC,1
EJA,34.685046,-84.489166,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
EJF,32.7061944,-83.3224472,EAST JEFFERSONVILLE,FO-GA-SW-PERRY,GPC,1
EJY,34.672103,-84.499379,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ELA,31.45474,-86.09094,Coffee,FO-AL-DOTHAN WEST,APC,102
ELB,34.112543,-82.907907,Elbert,FO-GA-NE-ATHENS EAST,GPC,103
ELC,33.792241,-82.453108,Lincoln,FO-GA-SE-AUGUSTA 1,GPC,22
ELD,31.333112,-84.473877,Baker,FO-GA-SW-BAINBRIDGE,GPC,61
ELG,42.059,-88.320127,Kane,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,104
ELI,40.665016,-74.21579,Union,FO*-SJI Contacts,SOGAS,105
ELJ,34.677644,-84.502051,Gilmer,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ELK,42.014625,-87.940393,Cook,FO-GA-SE-ILLINOIS-NORTH,SOGAS,29
ELL,31.604593,-89.194569,Jones,FO-MS-O-CENTRAL,MPC,6
ELM,32.15645,-87.06971,Dallas,FO-AL-MONTGOMERY WEST,APC,1
ELN,33.632239,-84.305751,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ELU,31.7052083,-88.9196972,,FO-MS-O-NORTH CENTRAL,MPC,6
ELV,32.255,-84.3071,Schley,FO-GA-SW-AMERICUS,GPC,106
ELY,31.377648,-84.934015,Early,FO-GA-SW-BAINBRIDGE,GPC,17
EMC,33.407573,-86.913223,Jefferson,FO-APCCORP-PCC OP CTR BLT HUB,SCS,1
EMD,33.5896917,-83.3539972,EAST MADISON,FO-GA-NE-ATHENS WEST,GPC,1
EME,34.1178,-84.7723,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
EMG,32.361385,-86.225939,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
EMH,30.77167,-88.12833,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
EML,32.791725,-81.8265472,EAST MILLEN,FO-GA-SE-AUGUSTA 2,GPC,107
EMN,32.8410111,-83.5641139,EAST MACON,FO-GA-SW-MACON-EAST,GPC,1
EMO,32.913099,-83.704855,Bibb,FO-GA-SW-MACON-WEST,GPC,1
EMR,33.797483,-84.333711,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ENS,33.5058,-86.8844,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
ENT,33.3646,-83.3977,Putnam,FO-GA-SW-MACON-EAST,GPC,1
ENV,33.827291,-84.480599,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
EOC,30.529256,-87.311761,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
EOH,33.45406,-82.06544,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
EPE,32.69716,-88.13775,SUMTER,FO-AL-DEMOPOLIS,APC,6
EPK,33.827494,-84.338958,DEKALB,FO-GA-NE-METRO NORTHEAST,GPC,1
EPO,30.8563611,-89.3386889,,FO-MS-O-SOUTHWEST,MPC,6
