Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
GAGSESE0101.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.133.39.66,,Switches and Hubs,0e7a20ab-ab70-4c55-a319-d4550efb9419,5b1a81e74803d2008958f652,0e7a20ab-ab70-4c55-a319-d4550efb9419,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 02:22:15,Periodic,2026-02-23 02:25:14,1771813514078,0,,,,08:4f:a9:63:56:00,1.0,Managed,,0,C9200-48P,,Reachable,Periodic,,ACCESS,AUTO,JAD232203UJ,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.12.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"173 days, 3:13:38.88",14993370,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,,,,,,,,,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,,
GAMCMRRWN02.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.199.188.90,,Routers,85d237cd-e055-4189-8c25-5609d59cc176,5b1a81e74803d2008958f652,85d237cd-e055-4189-8c25-5609d59cc176,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:46:09,Periodic,2026-02-23 01:49:19,1771811359981,0,,,,e0:69:ba:9a:40:a0,1.0,Managed,,0,ISR4431/K9,,Reachable,Periodic,,BORDER ROUTER,AUTO,JJZ260217L5,Cisco 4000 Series Integrated Services Routers,TO IOC 866-999-1462,IOS-XE,17.9.3a,,0.0,,Cisco 4431 Integrated Services Router,"156 days, 12:15:00.14",13559245,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSE0101.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.133.87.147,DEV-UNREACHED,Switches and Hubs,2dbbe303-4c09-49bf-bb63-8d58fe7ca1ab,5b1a81e74803d2008958f652,2dbbe303-4c09-49bf-bb63-8d58fe7ca1ab,0,"<status><general code=""DEV_UNREACHED""/></status>",2026-02-23 03:37:14,Periodic,2026-02-23 03:38:13,1771817893824,0,,,,74:ad:98:f8:7c:80,1.0,Managed,,0,C9200-48P,SNMP Connectivity Failed,Unreachable,Periodic,,ACCESS,AUTO,JOZ252652RG,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"43 days, 13:39:41.57",3794551,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSE0401.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.133.87.131,,Switches and Hubs,53ed58ce-fbc3-47ba-9f50-4f7dfbb3e950,5b1a81e74803d2008958f652,53ed58ce-fbc3-47ba-9f50-4f7dfbb3e950,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 02:45:52,Periodic,2026-02-23 02:48:33,1771814913871,0,,,,74:ad:98:f8:95:00,1.0,Managed,,0,C9200-48P,,Reachable,Periodic,,ACCESS,AUTO,JOZ25265A23,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"156 days, 13:15:52.69",13559291,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSE0501.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.133.87.138,,Switches and Hubs,fc21f5bc-7099-4353-a393-6e62f63fcf5a,5b1a81e74803d2008958f652,fc21f5bc-7099-4353-a393-6e62f63fcf5a,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:36:55,Periodic,2026-02-23 01:39:54,1771810794295,0,,,,d0:e0:42:0b:be:00,1.0,Managed,,0,C9200-48P,,Reachable,Periodic,,ACCESS,AUTO,JOZ2526534X,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"156 days, 12:07:13.76",13559330,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSE_AGGR01.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.133.87.130,,Switches and Hubs,1d32b31e-be78-44dd-8978-129c61158291,5b1a81e74803d2008958f652,1d32b31e-be78-44dd-8978-129c61158291,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:05:16,Periodic,2026-02-23 01:08:51,1771808931568,0,,,,84:eb:ef:ec:31:00,1.0,Managed,,0,C9300-24S,,Reachable,Periodic,,DISTRIBUTION,AUTO,JJZ2537125Z,Cisco Catalyst 9300 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9300 Switch,"156 days, 11:34:30.72",13559213,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
GAMCMSEWTRWAY01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.98.96.2,DEV-UNREACHED,Switches and Hubs,3cd49c96-d85c-4813-a391-eecdf4220583,5b1a81e74803d2008958f652,3cd49c96-d85c-4813-a391-eecdf4220583,0,"<status><general code=""DEV_UNREACHED""/></status>",2026-02-23 03:47:35,Periodic,2026-02-23 03:50:45,1771818645241,0,,,,48:1b:a4:99:f6:60,1.0,Managed,,0,IE-3300-8P2S,,Reachable,Periodic,,ACCESS,AUTO,JZW2722Y025,Cisco Catalyst IE3300 Rugged Series,TO IOC 866-999-1462,IOS-XE,17.9.4a,,0.0,,Cisco Catalyst IE-3300-8P2S Rugged Switch,"147 days, 7:51:23.18",12758519,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,,,,,,,,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,,
MSPSWAP13,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,1q195891-79ea-73aa-8a22-eada6977115t,5q1a81e77813d2118958a652,1q195891-79ea-73aa-8a22-eada6977115t,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,72:88:qq:38:2d:80,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZW2302NAQ0,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"184 days, 11:16:33.010",15955291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSPSWAP14,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,7qa6ae33-aq16-7613-8869-d159ta7215dq,5q1a81e77813d2118958a652,7qa6ae33-aq16-7613-8869-d159ta7215dq,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,08:25:d1:85:62:00,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26042Z2G,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"285 days, 10:01:06.000",24677164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSPSWAP15,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,Could Not Synchronize,Unified AP,123767qt-7e26-727q-a9d6-7a71a21at637,5q1a81e77813d2118958a652,123767qt-7e26-727q-a9d6-7a71a21at637,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,5c:5a:c7:c7:c5:00,0.0,Managed,,0,AIR-AP2802I-B-K9,,Unreachable,,,ACCESS,AUTO,UZW2322NMK3,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"3 days, 06:28:09.450",-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDAPADMIN1,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,a1ea1q1t-e1q1-7q98-aqt1-9tt975a131t8,5q1a81e77813d2118958a652,a1ea1q1t-e1q1-7q98-aqt1-9tt975a131t8,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,q8:11:2q:5a:ef:80,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ252632NT,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"666 days, 12:46:45.010",57605503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDAPCNTRLRM,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,837ea12q-ad8e-7359-97a8-eda8dda7e7a7,5q1a81e77813d2118958a652,837ea12q-ad8e-7359-97a8-eda8dda7e7a7,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,08:25:d1:21:2e:80,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26042ZBW,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"492 days, 17:13:39.000",42587917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDAPTUR1,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,7q777ee7-t51q-7298-9935-165ae652286t,5q1a81e77813d2118958a652,7q777ee7-t51q-7298-9935-165ae652286t,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,f0:1d:2d:7d:38:e0,0.0,Managed,,0,AIR-AP2802E-B-K9,,Reachable,,,ACCESS,AUTO,UZZ253533Z3,Cisco 2800E Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800E Unified Access Point,"128 days, 07:16:51.010",11102509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDAPWHS11,,,,,,,,,,,,,,,,,297.296.99.9,Supported,,,Unified AP,136q197d-3dtq-7t3d-9a6d-6361261da6ta,5q1a81e77813d2118958a652,136q197d-3dtq-7t3d-9a6d-6361261da6ta,0,,,,2026-02-23 07:16:52,1771831012376,0,,,,08:25:d1:85:10:a0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZZ26042Z6S,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"128 days, 07:16:56.000",11102514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
GAXAGRRRS01.southernco.com,,,,,,,,,,,,,,,,,,Limited,10.5.99.145,,Routers,c80a4494-6a12-4219-ad7b-55c88108e63e,5b1a81e74803d2008958f652,c80a4494-6a12-4219-ad7b-55c88108e63e,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 03:21:46,Periodic,2026-02-23 03:24:50,1771817090545,0,,,,00:3a:7d:10:03:00,1.0,Managed,,0,ASR1006,,Reachable,Periodic,,BORDER ROUTER,AUTO,JXS2005Q5E6,Cisco ASR 1000 Series Aggregation Services Routers,TO IOC 866-999-1462,IOS-XE,17.3.2,,0.0,,Cisco ASR 1006 Router,"812 days, 14:38:00.00",70240498,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGRRRS02.southernco.com,,,,,,,,,,,,,,,,,,Limited,146.126.1.254,DEV-UNREACHED,Routers,d2bbaa94-70e5-4b8d-9e02-e2987f4e6b5a,5b1a81e74803d2008958f652,d2bbaa94-70e5-4b8d-9e02-e2987f4e6b5a,0,"<status><general code=""DEV_UNREACHED""/></status>",2026-02-23 03:55:41,Periodic,2026-02-23 03:56:24,1771818984898,0,,,,18:80:90:cb:e8:c0,1.0,Managed,,0,ASR1006,SNMP Connectivity Failed,Unreachable,Periodic,,BORDER ROUTER,AUTO,JXS2111Q33E,Cisco ASR 1000 Series Aggregation Services Routers,TO IOC 866-999-1462,IOS-XE,17.3.2,,0.0,,Cisco ASR 1006 Router,"743 days, 2:47:00.00",64234343,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGRRRS03.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.254.3.51,,Routers,1f09fa46-9f50-4cc0-b2a8-336d7b932a12,5b1a81e74803d2008958f652,1f09fa46-9f50-4cc0-b2a8-336d7b932a12,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:32:43,Periodic,2026-02-23 01:35:30,1771810530050,0,,,,70:6d:15:22:d9:00,1.0,Managed,,0,ASR1002-X,,Reachable,Periodic,,BORDER ROUTER,AUTO,JOX2222P3S4,Cisco ASR 1000 Series Aggregation Services Routers,TO IOC 866-999-1462,IOS-XE,16.9.4,,0.0,,Cisco ASR 1002-X Router,"1748 days, 13:49:00.00",151114518,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGRRRS04.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.254.3.50,,Routers,1cc7a581-4508-4aba-8e52-053dcf67aeb8,5b1a81e74803d2008958f652,1cc7a581-4508-4aba-8e52-053dcf67aeb8,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 03:54:03,Periodic,2026-02-23 03:55:45,1771818945964,0,,,,d4:c9:3c:64:f9:00,1.0,Managed,,0,ASR1002-X,,Reachable,Periodic,,BORDER ROUTER,AUTO,JOX2236P037,Cisco ASR 1000 Series Aggregation Services Routers,TO IOC 866-999-1462,IOS-XE,16.9.1,,0.0,,Cisco ASR 1002-X Router,"2602 days, 15:10:00.00",224896562,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGSEFL010101.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.254.8.5,,Switches and Hubs,e7950aaa-bc45-494f-a130-a0a7793e3c89,5b1a81e74803d2008958f652,e7950aaa-bc45-494f-a130-a0a7793e3c89,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:37:47,Periodic,2026-02-23 01:41:16,1771810876916,0,,,,f8:a7:3a:1e:eb:00,1.0,Managed,,0,C9200-24P,,Reachable,Periodic,,ACCESS,AUTO,JAE2506225W,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.12.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"66 days, 10:27:09.74",5777251,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGSEWC01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.5.15.2,,Switches and Hubs,3b116482-1934-4315-9040-96df79f57ab3,5b1a81e74803d2008958f652,3b116482-1934-4315-9040-96df79f57ab3,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 03:10:29,Periodic,2026-02-23 03:14:18,1771816458472,0,,,,ac:bc:d9:51:8c:80,1.0,Managed,,0,"C9300-24T, C9300-24T",,Reachable,Periodic,,DISTRIBUTION,AUTO,"JJZ261111X4, JJZ261012J3",Cisco Catalyst 9300 Series Switches,TO IOC 866-999-1462,IOS-XE,17.3.4,,0.0,,Cisco Catalyst 9300 Switch,"1244 days, 8:20:00.00",107543250,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGWC01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.5.15.25,,Wireless Controller,c2a10c9b-d745-4b92-b396-54eff19c376a,5b1a81e74803d2008958f652,c2a10c9b-d745-4b92-b396-54eff19c376a,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 07:47:45,Config Change Event,2026-02-23 07:48:05,1771832885398,0,,,,18:59:f5:f3:d7:2b,1.0,Managed,,0,"C9800-40-K9, C9800-40-K9",,Reachable,Config Change Event,,ACCESS,AUTO,"TTM2543034A, TTM2543030E",Cisco Catalyst 9800 Series Wireless Controllers,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9800-40 Wireless Controller,"666 days, 18:20:00.00",57623623,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAXAGWCFLEX01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.254.96.2,,Wireless Controller,b860b75d-bcd3-4bb0-bc9a-b74af5d1b747,5b1a81e74803d2008958f652,b860b75d-bcd3-4bb0-bc9a-b74af5d1b747,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 09:52:55,AP Event,2026-02-23 09:53:20,1771840400225,0,,,,cc:b6:c8:83:57:2b,1.0,Managed,,0,"C9800-40-K9, C9800-40-K9",,Reachable,AP Event,,ACCESS,AUTO,"TTM27070015, TTM270100JN",Cisco Catalyst 9800 Series Wireless Controllers,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9800-40 Wireless Controller,"174 days, 8:51:29.13",15073168,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAG,GA,,,,,,,,,33.780909,-84.387112,Fulton,FO-GASCORP-GAS CORP HQ BLT HUB,SOGAS,True,Decommissioned site,,
GAGSEAP11,,,,,,,,,,,,,,,,,272.26.229.25,Supported,,,Unified AP,e57e676t-e78a-7251-q52d-ed393et39q71,5q1a81e77813d2118958a652,e57e676t-e78a-7251-q52d-ed393et39q71,0,,,,2026-02-23 10:58:42,1771844322014,0,,,,f2:dq:e6:dd:68:c0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZW2243N37U,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"173 days, 02:41:33.790",14960675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,,,,,,,,,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,,
GAGSEAP12,,,,,,,,,,,,,,,,,272.26.229.25,Supported,,,Unified AP,16d818da-a765-771a-a3a6-81133911t1a1,5q1a81e77813d2118958a652,16d818da-a765-771a-a3a6-81133911t1a1,0,,,,2026-02-23 10:58:42,1771844322014,0,,,,f2:dq:e6:dd:75:e0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UZW2243N3D3,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"173 days, 02:41:54.790",14960696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,,,,,,,,,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,,
GAGSEAP13,,,,,,,,,,,,,,,,,272.26.229.25,Supported,,,Unified AP,de177dd3-7832-7838-q96e-16te8159e8e5,5q1a81e77813d2118958a652,de177dd3-7832-7838-q96e-16te8159e8e5,0,,,,2026-02-23 10:58:42,1771844322014,0,,,,2c:77:6d:e8:e1:e0,0.0,Managed,,0,AIR-AP2802I-B-K9,,Reachable,,,ACCESS,AUTO,UDW2342D652,Cisco 2800I Series Unified Access Points,,,87.2.5.47,,0.0,,Cisco 2800I Unified Access Point,"173 days, 02:40:43.750",14960625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSE,GA,,,,,,,,,32.080348,-81.09241,Unknown,FO-GA-SE-SAVANNAH 1,GPC,True,Decommissioned site,,
MSPSWRRWN01A.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.146.60.14,,Routers,ca3f9c52-53df-435b-a92e-6680cfba9e91,5b1a81e74803d2008958f652,ca3f9c52-53df-435b-a92e-6680cfba9e91,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:10:20,Periodic,2026-02-23 01:13:28,1771809208689,0,,,,14:a2:a0:e6:1f:00,1.0,Managed,,0,ISR4331/K9,,Reachable,Periodic,,BORDER ROUTER,AUTO,JLM255110MU,Cisco 4000 Series Integrated Services Routers,TO IOC 866-999-1462,IOS-XE,17.9.3a,,0.0,,Cisco 4331 Integrated Services Router,"248 days, 17:38:40.17",21529581,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSPSWSECOMM01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.133.13.2,,Switches and Hubs,ce06dbd1-90f0-458b-b72c-10f333593671,5b1a81e74803d2008958f652,ce06dbd1-90f0-458b-b72c-10f333593671,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 02:57:11,Periodic,2026-02-23 03:00:25,1771815625601,0,,,,d0:09:c8:3f:d8:00,1.0,Managed,,0,C9200-24P,,Reachable,Periodic,,ACCESS,AUTO,JOZ264722A3,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"285 days, 11:38:55.98",24698364,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSPSWSEGATE01.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.133.13.4,,Switches and Hubs,902ec273-8047-4f23-8da6-5c27760c145f,5b1a81e74803d2008958f652,902ec273-8047-4f23-8da6-5c27760c145f,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 03:44:39,Periodic,2026-02-23 03:47:26,1771818446262,0,,,,40:14:82:96:40:60,1.0,Managed,,0,IE-3300-8P2S,,Reachable,Periodic,,ACCESS,AUTO,JZW2726Y1R4,Cisco Catalyst IE3300 Rugged Series,TO IOC 866-999-1462,IOS-XE,17.9.4a,,0.0,,Cisco Catalyst IE-3300-8P2S Rugged Switch,"178 days, 14:00:27.78",15459264,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,,,,,,,,,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDRRWN01.southernco.com,,,,,,,,,,,,,,,,,,Supported,148.146.43.1,,Routers,0f3b0557-0dc5-4aec-ac41-7867e8a89278,5b1a81e74803d2008958f652,0f3b0557-0dc5-4aec-ac41-7867e8a89278,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 01:15:29,Periodic,2026-02-23 01:18:12,1771809492378,0,,,,60:26:aa:ad:62:b0,1.0,Managed,,0,ISR4431/K9,,Reachable,Periodic,,BORDER ROUTER,AUTO,JJZ26271S23,Cisco 4000 Series Integrated Services Routers,TO IOC 866-999-1462,IOS-XE,17.9.3a,,0.0,,Cisco 4431 Integrated Services Router,"492 days, 17:0:00.00",42608618,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
MSREDSECNTLRM1.southernco.com,,,,,,,,,,,,,,,,,,Supported,10.133.95.75,,Switches and Hubs,3feb1f21-7e74-4000-94d9-4c5761c05f04,5b1a81e74803d2008958f652,3feb1f21-7e74-4000-94d9-4c5761c05f04,0,"<status><general code=""SUCCESS""/></status>",2026-02-23 02:59:51,Periodic,2026-02-23 03:02:48,1771815768832,0,,,,3c:8b:7f:d8:72:80,1.0,Managed,,0,C9200-24P,,Reachable,Periodic,,ACCESS,AUTO,JOZ26272YWU,Cisco Catalyst 9200 Series Switches,TO IOC 866-999-1462,IOS-XE,17.9.5,,0.0,,Cisco Catalyst 9200 Switch Stack,"492 days, 18:57:00.00",42609361,Cisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,,,,,,,,,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,,
